country,points,price
US,85,22
US,85,11
Australia,83,8
Portugal,83,15
France,83,14
Georgia,83,25
France,83,12
Argentina,83,30
Argentina,83,15
Argentina,83,12
Argentina,83,14
US,83,10
US,83,24
France,83,12
France,83,12
Argentina,83,20
US,82,20
Georgia,82,30
France,82,10
France,82,10
Argentina,82,25
Portugal,82,22
France,82,12
Portugal,82,12
Portugal,82,
Argentina,82,19
US,82,24
Argentina,82,16
France,82,19
US,82,16
Argentina,81,8
South Africa,94,
US,85,20
US,85,14
US,85,42
US,85,28
Italy,85,15
New Zealand,85,10
Italy,85,10
France,85,25
France,85,11
France,85,10
US,85,25
US,85,30
Portugal,85,22
US,85,19
US,85,24
New Zealand,85,11
US,85,35
New Zealand,85,18
Spain,85,12
US,85,28
Portugal,85,14
US,85,11
Portugal,85,
US,82,14
US,82,18
US,82,11
Mexico,82,23
US,82,7
Argentina,82,20
US,82,35
Spain,82,10
US,82,12
US,82,30
US,82,10
US,82,10
Argentina,82,15
Argentina,82,10
Portugal,82,10
US,82,18
Spain,82,15
Spain,82,10
US,82,22
US,82,15
US,82,48
US,82,10
US,82,34
Mexico,82,21
France,87,
Portugal,87,10
Portugal,87,
US,87,19
Italy,87,16
Italy,87,17
US,87,55
Italy,87,
Argentina,87,25
Argentina,87,9
Italy,87,22
Italy,87,25
Argentina,87,15
Italy,87,30
Italy,87,15
US,87,35
France,87,40
France,87,35
France,87,
Argentina,87,15
US,87,20
Argentina,87,12
US,87,25
Italy,87,13
Italy,87,
US,87,14
Portugal,87,20
US,87,22
Italy,89,23
France,89,60
France,89,19
France,89,19
Italy,89,19
France,89,12
Italy,89,
US,89,24
Italy,89,
Italy,89,30
Australia,89,17
US,89,24
Italy,89,
Italy,89,20
Australia,89,16
Italy,89,
Australia,89,86
Italy,89,
US,89,50
Italy,89,30
Australia,89,11
Italy,89,
Italy,89,24
France,90,22
US,90,44
US,90,19
New Zealand,90,75
France,90,25
France,90,30
US,90,30
US,90,30
US,90,25
US,89,45
Argentina,89,23
Italy,89,26
Argentina,89,23
Luxembourg,89,26
Hungary,89,15
US,89,22
US,89,30
US,89,29
US,89,50
US,89,70
US,89,28
US,89,16
Australia,89,20
Italy,89,26
New Zealand,89,17
US,89,25
Germany,89,16
Italy,89,22
Italy,89,35
Spain,86,
US,86,33
Portugal,86,15
Italy,86,19
US,86,39
US,86,15
US,86,75
Italy,86,26
Italy,86,18
Mexico,86,17
Italy,86,11
US,86,10
Italy,86,18
Spain,86,21
US,86,40
Italy,86,16
US,86,53
US,86,26
US,86,25
US,86,28
Italy,86,18
Portugal,86,20
Italy,86,20
US,86,38
Italy,86,15
Italy,86,11
Italy,86,18
Italy,86,12
Portugal,90,25
Portugal,90,15
Italy,90,24
Italy,90,
US,90,48
France,90,22
France,90,15
France,90,22
France,90,20
France,90,
France,90,
France,90,35
France,90,40
US,90,41
Australia,90,60
France,90,20
,90,22
Portugal,90,19
France,90,14
US,90,35
US,90,21
Uruguay,90,30
US,90,50
US,90,32
US,90,25
US,90,45
Italy,90,16
US,90,50
US,90,39
Portugal,90,15
France,90,75
Italy,90,49
US,90,45
US,90,50
Canada,90,25
US,90,75
US,90,26
US,90,16
US,90,21
US,90,18
US,90,24
Portugal,90,
Portugal,90,10
France,90,27
Portugal,90,41
Portugal,90,10
US,90,39
France,90,35
US,90,55
US,90,35
France,90,26
US,90,20
US,90,25
Chile,90,25
US,90,26
Italy,90,48
Morocco,90,17
US,90,90
US,90,74
France,96,225
France,96,2000
France,96,
France,96,575
France,95,
France,95,300
France,95,400
US,95,40
US,95,38
US,95,100
France,95,200
US,95,50
France,94,
France,94,
US,94,32
US,94,80
US,94,150
US,94,60
France,94,1125
France,94,85
US,94,130
US,94,120
US,94,33
US,94,135
US,94,40
France,93,
US,89,23
Spain,89,25
US,89,30
US,89,35
Chile,89,20
US,89,27
France,89,15
US,89,44
Spain,89,25
France,89,42
US,89,90
Chile,89,20
US,89,45
US,89,20
US,89,35
US,86,16
Italy,86,12
US,86,16
Italy,86,14
US,86,42
Argentina,86,13
Germany,86,16
US,86,54
US,86,24
US,86,15
US,86,28
US,86,28
Germany,86,12
Spain,86,75
Italy,86,14
New Zealand,86,13
France,86,16
France,86,13
France,86,11
Italy,86,14
US,86,19
Spain,86,12
US,86,12
US,86,10
Italy,86,13
Italy,86,15
Italy,86,15
New Zealand,86,25
Argentina,86,14
Spain,86,11
Spain,93,63
US,93,35
US,93,99
US,93,30
US,93,140
US,93,55
Argentina,93,30
US,93,39
US,93,72
New Zealand,92,27
US,92,30
US,92,18
US,92,40
Italy,92,26
South Africa,92,100
Spain,92,50
US,92,39
US,92,50
Argentina,92,90
Italy,92,37
South Africa,92,45
US,89,65
Chile,89,21
US,89,52
US,89,60
Australia,89,45
Chile,89,29
France,88,
Argentina,88,15
US,88,22
US,88,12
US,88,20
France,88,70
US,88,15
US,88,18
France,88,60
France,88,43
Chile,88,15
Chile,88,17
US,88,20
US,88,
Chile,88,23
US,90,46
Austria,90,28
US,90,65
US,90,60
France,90,18
US,90,50
South Africa,90,45
Spain,90,188
South Africa,90,16
Chile,90,20
France,90,
Spain,90,20
Spain,90,17
Italy,90,20
France,90,22
France,90,18
France,90,
US,90,16
US,90,12
US,90,17
France,91,55
France,91,50
US,91,22
US,91,25
Spain,91,30
US,91,30
Chile,91,39
US,91,50
US,91,35
France,91,79
US,91,40
US,91,60
US,91,22
US,91,34
US,91,55
US,91,64
US,91,
US,91,50
US,91,32
US,91,24
Spain,91,45
US,91,30
US,91,25
France,91,30
US,91,60
US,91,50
US,91,60
US,91,34
US,91,60
US,91,79
US,88,22
US,88,25
Italy,88,15
US,88,25
Portugal,88,30
Portugal,88,17
US,88,19
Portugal,88,9
France,88,24
France,88,21
France,88,16
US,88,35
Spain,88,15
US,88,34
Portugal,88,10
Chile,88,25
US,88,18
US,88,65
US,88,46
Italy,88,
Italy,88,50
US,88,33
US,88,35
Portugal,88,14
Portugal,88,14
Italy,88,21
Italy,88,35
Italy,88,40
US,88,13
Italy,88,20
France,89,17
Spain,89,23
US,89,11
France,89,15
France,89,48
France,89,78
France,89,18
Spain,89,15
Italy,89,60
France,89,37
Portugal,89,45
Chile,89,30
New Zealand,89,24
France,89,60
Italy,89,90
Spain,89,38
South Africa,88,
US,88,30
Italy,88,18
Italy,88,47
US,90,25
Austria,90,16
France,90,21
New Zealand,90,24
US,90,20
Italy,90,55
US,90,25
US,90,48
Austria,90,20
US,90,40
Austria,90,19
US,90,21
US,90,15
US,90,30
US,90,55
New Zealand,90,41
US,90,12
Spain,90,22
Austria,90,16
US,90,36
US,90,25
New Zealand,90,28
US,90,30
Argentina,90,75
US,90,90
US,90,80
Austria,90,24
Italy,90,30
Italy,90,60
Italy,90,45
Austria,90,34
US,90,56
Italy,90,30
Australia,90,35
Germany,90,16
US,90,40
US,90,28
Australia,90,24
US,90,45
US,90,36
Austria,90,23
Australia,90,50
Australia,90,23
US,90,58
US,90,23
Spain,90,34
US,90,35
US,90,27
US,90,28
US,90,18
US,90,50
US,90,20
US,90,35
Austria,90,46
US,87,25
US,87,32
Italy,87,17
Spain,87,14
US,87,30
US,87,30
Portugal,87,10
Spain,87,50
Italy,87,18
Italy,87,13
US,87,20
Italy,87,26
Italy,87,21
Italy,87,22
Italy,87,22
Italy,87,17
US,87,18
Portugal,87,15
Spain,87,16
Portugal,87,13
France,87,25
Chile,87,19
France,94,87
France,94,70
US,94,95
France,94,120
Australia,94,83
France,93,29
US,93,24
US,93,49
France,93,49
US,93,62
France,93,85
US,93,119
France,93,80
US,93,60
US,93,64
France,93,80
US,93,67
US,93,225
Spain,93,36
France,93,39
Italy,93,120
France,93,138
US,93,65
France,93,62
Portugal,93,50
Germany,93,50
US,93,25
US,93,34
Spain,93,27
US,85,12
New Zealand,85,17
New Zealand,85,14
US,85,12
US,85,25
Greece,85,14
Greece,85,25
US,85,16
France,85,19
Chile,85,9
Chile,85,9
Chile,85,8
Chile,85,14
US,85,11
US,85,35
US,85,18
US,85,12
Greece,85,20
Croatia,85,15
New Zealand,85,15
US,85,15
Croatia,85,13
Chile,85,11
US,85,28
US,82,14
US,81,25
Italy,81,9
US,81,12
US,81,12
US,81,18
US,81,14
US,81,10
US,81,29
Spain,81,12
US,81,20
US,81,16
US,81,16
US,81,30
US,80,40
US,80,18
France,80,13
US,80,28
US,80,15
US,80,12
US,80,38
France,80,14
US,94,70
Portugal,91,25
US,100,80
France,97,800
Italy,96,470
US,90,22
Italy,90,55
Italy,90,30
US,90,25
Italy,90,60
Bulgaria,90,17
Portugal,90,45
US,90,45
US,90,29
France,90,
Germany,90,28
Italy,90,52
US,90,35
Hungary,90,25
France,90,
US,90,85
France,90,38
France,90,11
Hungary,90,33
US,90,12
Bulgaria,90,13
Italy,90,
Italy,90,103
Portugal,90,19
Italy,90,55
Bulgaria,90,17
France,90,35
Italy,90,65
US,90,36
US,90,34
Austria,87,13
New Zealand,87,14
Italy,87,80
US,87,55
France,87,20
US,87,35
US,87,40
US,87,19
US,87,45
Italy,87,24
US,87,15
US,87,25
France,87,20
France,87,12
France,87,15
France,87,15
France,87,25
France,87,15
US,87,27
US,87,25
France,87,22
US,87,25
France,87,18
Spain,87,11
France,87,15
Italy,87,15
New Zealand,87,16
Italy,87,20
US,87,48
US,87,25
Italy,92,64
Portugal,92,26
Italy,92,40
US,92,70
US,92,65
Italy,92,105
US,92,21
US,92,70
Italy,92,75
US,92,45
Spain,92,44
France,92,55
France,92,80
Italy,92,170
Italy,92,77
US,92,60
US,92,45
France,92,95
France,92,100
US,92,36
US,92,50
France,92,36
France,92,122
Portugal,92,40
US,92,61
US,92,50
Germany,92,55
US,92,40
US,92,50
France,91,40
France,91,25
France,91,45
Italy,91,77
US,91,36
Italy,91,
Italy,91,120
France,91,
Italy,91,30
US,91,28
Germany,91,35
France,91,24
US,90,40
US,90,67
US,90,55
US,90,95
US,90,39
US,90,24
US,90,80
US,90,25
US,90,42
US,90,125
France,90,19
US,90,60
US,90,48
US,90,65
Italy,90,70
US,90,
US,90,60
US,90,14
Italy,90,19
US,90,75
US,90,38
US,90,210
US,90,50
US,90,36
US,90,15
US,90,20
US,90,16
Germany,90,33
US,90,16
Portugal,90,16
Chile,85,20
US,85,16
US,85,10
Chile,85,11
France,85,12
US,85,18
US,85,55
Portugal,85,9
France,85,12
France,85,18
Spain,85,22
Chile,85,11
US,85,30
US,85,20
US,85,10
US,85,10
Italy,85,
US,85,35
US,85,50
France,85,11
US,85,19
US,85,75
Chile,85,12
US,85,17
France,85,17
France,85,19
US,85,28
US,85,18
Spain,85,15
France,85,10
Italy,89,11
Chile,88,10
Italy,88,16
Italy,88,22
Chile,88,40
US,88,35
Italy,88,42
US,88,30
Chile,88,13
Chile,88,17
Italy,88,13
Chile,88,6
Chile,88,25
Chile,88,15
US,88,28
Portugal,88,13
Italy,88,30
US,88,150
US,88,50
Italy,88,22
Chile,88,19
Italy,88,16
Italy,88,27
US,88,28
US,88,14
Chile,88,20
Portugal,88,15
Chile,88,33
Italy,88,21
Chile,88,20
Australia,86,25
Argentina,86,18
Germany,86,13
Argentina,86,8
France,86,10
Portugal,86,9
France,86,23
France,86,15
US,86,55
Argentina,86,10
France,86,16
France,86,16
US,86,20
France,86,20
France,86,13
New Zealand,85,15
Argentina,85,12
Portugal,85,15
US,85,12
France,85,12
France,85,15
France,85,11
France,85,10
US,85,22
US,85,27
France,85,12
US,85,15
Portugal,85,16
Portugal,85,11
France,85,15
Austria,91,30
Italy,91,45
France,91,80
Italy,91,
Austria,91,34
France,91,75
France,91,80
Italy,91,
Italy,91,55
US,91,19
US,91,35
US,91,75
France,90,40
Italy,90,
Italy,90,
Italy,90,52
US,90,38
US,90,15
Chile,90,20
Italy,90,65
Austria,90,21
US,87,30
US,87,38
US,87,17
US,87,22
Italy,87,49
Italy,87,24
France,87,12
France,87,18
France,87,15
France,87,15
US,87,29
US,87,21
US,87,14
Spain,87,18
US,87,40
Italy,87,93
US,87,19
France,87,18
France,87,13
France,87,22
France,87,12
US,87,23
US,87,85
France,87,20
Spain,87,24
US,87,10
US,87,14
Italy,87,
Spain,87,18
US,87,38
US,92,50
Italy,92,19
Argentina,92,34
US,92,75
Portugal,92,21
US,92,42
US,92,35
France,92,68
Italy,92,46
Italy,92,75
France,92,40
France,92,112
France,92,90
Spain,92,25
Portugal,92,16
France,92,180
US,92,38
US,92,42
Spain,92,69
Spain,92,17
Germany,92,76
Italy,92,44
Argentina,92,35
Spain,92,69
Portugal,92,35
US,92,55
France,92,85
France,92,75
Spain,92,47
Slovenia,88,27
US,88,15
US,88,36
US,88,16
Germany,88,16
Italy,88,18
France,88,20
France,88,18
France,88,77
France,88,12
Moldova,88,11
Romania,88,9
Italy,88,
US,88,35
US,88,85
US,88,62
US,88,25
Italy,88,19
Italy,88,20
US,88,10
France,88,20
France,88,
Italy,88,16
US,88,16
Chile,88,17
Italy,88,
France,88,16
Spain,88,14
Australia,88,15
US,88,70
Italy,91,
Italy,91,
US,91,25
Australia,91,50
US,91,75
Italy,91,30
US,91,68
US,91,40
Australia,91,20
Italy,91,79
South Africa,91,20
Italy,91,60
Italy,91,88
Australia,91,24
Italy,91,79
Italy,91,37
Argentina,91,80
US,91,42
Italy,91,58
US,91,35
Italy,91,70
US,91,20
US,91,30
US,83,39
Austria,83,24
Chile,83,10
US,83,32
Chile,83,13
US,83,12
Austria,83,24
France,83,
US,83,10
US,83,20
Chile,83,11
Austria,83,
Chile,83,15
US,83,20
Chile,83,35
US,83,11
US,83,13
Chile,83,10
Chile,83,10
US,83,25
US,82,28
US,82,18
US,82,11
Chile,82,17
France,82,30
Italy,88,20
France,88,55
France,88,51
Italy,88,45
US,88,50
US,88,42
US,88,36
Italy,88,20
US,88,10
Italy,88,43
France,88,15
Italy,88,17
France,88,
US,88,23
US,88,13
Italy,88,16
Germany,88,16
Germany,88,16
US,88,19
Spain,88,40
US,88,20
US,88,38
US,88,75
France,88,35
US,88,19
New Zealand,88,13
Germany,88,10
Germany,88,13
US,88,15
US,88,30
Italy,89,21
Italy,89,18
Italy,89,25
France,89,17
US,89,35
New Zealand,89,30
US,89,22
US,89,38
France,89,19
France,89,25
Italy,89,25
Italy,89,
US,89,55
US,89,14
US,89,20
US,89,22
Austria,89,13
Austria,89,13
US,89,28
US,89,21
Italy,89,39
Austria,89,25
Italy,89,24
US,89,35
US,89,39
Italy,89,45
Austria,89,14
Austria,89,20
US,89,20
US,89,18
US,90,
US,90,75
US,90,30
Italy,90,65
US,90,35
France,90,70
France,90,25
France,90,19
US,90,40
New Zealand,90,15
US,90,25
US,90,14
Argentina,90,16
Italy,90,33
US,90,23
US,90,30
US,90,32
US,90,45
Georgia,90,18
Georgia,90,18
Italy,90,199
US,90,24
US,90,55
US,90,18
South Africa,90,38
US,90,50
Chile,90,23
France,88,30
US,88,16
US,88,19
US,88,52
South Africa,88,13
Spain,88,40
Italy,88,22
US,88,15
US,88,13
France,88,19
France,88,32
France,88,20
Spain,88,24
South Africa,88,13
US,88,18
Spain,88,24
US,88,14
US,88,27
US,88,17
Spain,88,19
Spain,88,20
Austria,88,57
US,91,70
US,91,125
US,91,60
France,91,60
France,91,55
US,91,35
US,91,60
US,91,43
France,91,55
Austria,91,48
US,91,35
US,91,24
US,91,17
US,91,22
US,91,55
France,91,70
Italy,91,32
US,91,100
US,91,125
France,91,50
Italy,91,25
US,91,29
US,91,35
US,91,110
Spain,91,105
Canada,91,60
Germany,91,27
US,91,120
France,91,52
England,91,42
Chile,84,13
Italy,84,16
Chile,83,12
New Zealand,83,
US,83,25
New Zealand,83,22
Chile,83,11
US,83,38
US,90,30
Italy,90,25
US,90,48
US,90,48
New Zealand,90,23
US,90,35
US,90,22
New Zealand,89,32
Italy,89,40
New Zealand,89,29
France,89,
France,89,31
Italy,89,
Portugal,89,20
Italy,89,35
US,89,24
US,89,34
Italy,89,19
Italy,89,
US,89,20
US,89,36
US,89,28
Italy,89,60
New Zealand,89,16
Slovenia,89,38
France,89,65
France,89,30
US,89,20
Italy,89,35
Chile,85,10
Italy,85,19
US,85,33
France,85,18
Israel,85,32
Israel,85,15
US,85,18
France,85,10
US,85,13
France,85,
US,85,45
US,85,10
US,85,7
US,85,17
France,85,15
France,85,17
US,85,13
US,85,24
US,85,9
France,85,
US,85,17
Israel,85,27
Israel,85,13
Greece,85,26
Chile,85,9
US,85,22
Chile,85,28
France,85,13
France,85,14
US,85,15
US,83,20
US,83,38
US,83,40
US,83,55
US,83,45
US,83,9
US,82,35
US,82,26
US,82,9
US,82,28
US,82,29
US,82,45
US,82,25
US,82,15
US,82,39
US,81,55
US,81,26
US,81,75
US,80,36
Portugal,97,90
US,96,65
US,95,65
US,95,49
Portugal,95,75
Portugal,95,65
Spain,95,90
US,95,45
US,95,80
Portugal,95,70
US,95,250
Portugal,92,65
Germany,92,26
US,92,50
US,92,35
Argentina,92,60
US,92,80
South Africa,92,53
US,92,75
US,92,55
France,92,
US,92,22
US,92,51
France,92,30
France,92,30
Portugal,92,35
France,92,51
France,92,
France,92,24
US,92,30
US,92,125
Portugal,92,58
Portugal,92,20
Portugal,92,35
US,92,45
Portugal,92,25
US,92,40
US,92,70
US,92,60
Australia,92,70
South Africa,92,50
US,86,28
US,86,21
Chile,86,22
US,86,25
Chile,86,10
US,86,28
Portugal,86,
US,86,11
Portugal,86,40
US,86,18
Italy,86,20
US,86,13
Italy,86,20
US,86,30
Chile,86,45
Portugal,86,
Italy,86,
US,86,35
US,86,38
US,86,33
US,86,25
Italy,86,17
Chile,86,12
US,86,13
US,86,25
US,86,28
Portugal,86,
Italy,86,19
US,86,35
Chile,86,12
Spain,87,11
US,87,22
France,87,18
US,87,16
South Africa,87,11
US,87,24
Spain,87,13
France,87,19
France,87,15
Spain,86,19
US,86,56
Spain,86,27
US,86,25
Spain,86,13
US,86,35
US,86,60
US,86,35
US,86,35
Spain,86,10
Spain,86,15
Spain,86,18
France,86,16
France,86,18
France,86,14
Italy,89,25
Austria,89,23
US,89,28
Austria,89,17
Austria,89,
US,89,40
Austria,89,16
Austria,89,16
Chile,89,15
US,89,32
US,89,36
US,89,40
US,89,42
Austria,89,
Austria,89,23
Austria,89,25
Austria,89,17
US,88,35
Germany,88,15
Austria,88,21
Chile,88,19
US,88,55
US,88,40
Portugal,88,17
Portugal,88,
Portugal,88,10
Austria,88,14
Germany,88,35
US,88,32
Italy,87,14
Spain,87,16
US,87,45
Argentina,87,25
US,87,30
Austria,87,18
Italy,87,21
Italy,87,15
France,87,36
US,87,9
France,87,23
Spain,87,12
New Zealand,87,18
France,87,48
France,87,52
US,87,45
US,87,15
US,87,10
US,87,30
France,87,17
France,87,25
US,87,12
Italy,87,20
France,87,17
France,87,23
New Zealand,86,22
US,86,25
US,86,40
Argentina,86,10
France,88,13
Spain,88,20
Italy,88,18
US,88,20
Austria,88,11
US,88,23
US,88,110
Italy,88,30
France,88,53
US,88,28
Italy,88,20
US,88,56
US,88,18
Austria,88,15
US,88,
Austria,88,22
Italy,88,20
US,88,25
US,88,19
US,88,32
Italy,88,
New Zealand,88,20
US,88,42
US,88,22
Austria,88,21
Austria,88,11
Austria,88,11
Italy,88,16
Italy,88,34
New Zealand,88,18
US,93,54
US,93,70
Italy,93,55
US,93,65
Portugal,93,40
US,93,46
US,93,40
US,93,25
Chile,93,85
Italy,93,65
US,93,85
US,93,60
Italy,93,
France,93,24
France,93,
France,93,44
France,93,39
France,93,
US,93,46
France,93,20
France,93,24
Italy,93,120
US,93,46
US,93,50
France,93,68
Portugal,93,32
US,93,60
Portugal,93,40
US,93,28
US,93,125
Italy,85,19
Australia,85,25
Italy,85,10
France,85,25
France,85,25
France,85,14
France,85,17
France,85,10
Spain,85,10
Australia,85,13
Spain,85,11
US,85,18
US,85,17
Spain,85,20
Spain,85,13
Italy,85,11
France,85,
Italy,85,13
Spain,85,16
Australia,85,
US,85,26
US,85,24
Italy,85,10
Italy,85,11
Spain,85,9
US,85,25
US,85,34
US,85,17
Australia,85,8
Italy,85,15
US,89,30
Italy,89,25
France,89,70
Italy,89,52
Italy,89,40
US,89,31
US,89,42
Spain,89,65
Spain,89,8
France,89,25
Greece,88,25
Greece,88,24
Italy,88,40
France,88,42
Italy,88,30
US,88,42
Italy,88,25
Spain,88,9
France,88,53
US,88,45
Italy,88,30
US,88,17
US,88,18
Italy,88,29
France,88,28
France,88,28
Italy,89,23
New Zealand,89,30
Portugal,89,26
US,89,85
Italy,89,
US,89,49
Italy,89,
US,89,35
Italy,89,23
Italy,89,
US,89,55
New Zealand,88,25
Italy,88,
Chile,88,12
Italy,88,
Italy,88,22
Italy,88,
US,88,12
US,88,45
US,88,9
Italy,88,
Italy,88,28
Italy,88,25
US,88,28
Italy,88,13
US,87,22
US,87,12
US,87,18
Argentina,87,30
US,87,32
US,87,36
US,87,15
US,87,36
US,87,70
US,87,30
US,87,16
Austria,87,15
US,87,50
Argentina,87,40
Italy,87,24
Italy,87,19
France,87,13
US,87,40
Italy,87,
Spain,91,70
US,91,38
US,91,107
Australia,91,140
US,91,55
Portugal,91,20
US,91,32
France,91,49
US,90,38
US,90,16
Portugal,90,17
Italy,90,16
Italy,90,41
US,90,20
US,90,55
US,90,40
Germany,90,99
Italy,90,38
US,90,20
US,90,44
US,90,17
US,92,39
Italy,92,68
US,92,65
New Zealand,92,20
US,92,80
Portugal,92,45
US,92,48
Australia,92,50
Italy,92,50
France,92,60
France,92,24
Germany,92,
US,92,55
US,92,55
US,92,85
US,92,48
France,92,53
US,92,55
Hungary,92,118
New Zealand,92,35
New Zealand,92,80
Argentina,92,110
US,92,55
Argentina,92,50
Germany,92,47
US,88,32
Germany,88,19
Chile,88,14
France,88,25
France,88,34
France,88,25
France,88,14
US,88,32
US,88,25
Italy,88,16
US,88,45
US,88,49
US,88,17
Greece,88,23
US,88,20
Italy,88,16
Chile,88,15
Germany,88,16
US,88,30
Spain,88,20
Spain,88,18
US,88,60
France,88,48
Spain,88,18
US,88,65
US,88,35
US,88,26
Italy,88,25
US,88,55
US,88,10
Italy,90,27
Australia,90,15
US,90,38
US,90,36
US,90,45
Australia,90,69
Italy,90,30
US,90,30
US,90,26
Italy,90,50
Argentina,90,167
Spain,90,42
US,90,20
South Africa,90,32
US,90,28
Australia,90,15
US,90,25
Italy,90,45
US,90,18
Italy,90,53
Australia,90,20
US,90,36
Spain,90,30
US,90,42
South Africa,90,21
US,90,40
Italy,90,23
Spain,90,52
Australia,90,18
Italy,90,
Mexico,82,11
Chile,81,10
Mexico,81,11
US,81,8
US,81,36
France,81,14
US,81,15
US,81,10
Chile,81,12
US,81,28
US,81,8
US,80,30
Chile,80,13
Uruguay,80,16
Chile,80,10
US,80,18
Chile,80,22
Portugal,100,650
Portugal,99,268
Portugal,98,127
Portugal,97,116
Portugal,97,200
Portugal,97,90
Portugal,97,116
US,97,125
Portugal,97,95
US,97,35
Portugal,96,
Portugal,96,
Portugal,96,95
US,94,55
US,94,48
Spain,94,50
US,94,78
France,94,70
US,94,55
Italy,94,68
Italy,94,105
France,94,35
US,94,49
Spain,94,50
France,94,48
France,94,65
US,94,48
France,94,140
Spain,94,170
US,94,50
US,93,60
Spain,93,64
US,93,36
Italy,93,130
Canada,93,49
US,93,45
Italy,93,60
US,93,45
US,93,50
France,93,35
France,93,40
France,93,104
France,93,65
US,87,18
US,87,28
France,87,34
US,87,18
Spain,87,19
France,87,
US,87,18
Spain,87,12
US,87,16
Spain,87,41
US,87,14
US,87,36
US,87,23
Italy,87,22
US,87,19
US,87,47
Spain,87,22
France,87,23
US,87,70
France,87,29
US,87,34
US,87,35
US,87,35
France,87,22
Italy,87,25
US,87,13
US,87,25
Italy,87,17
Spain,87,17
France,87,
Portugal,87,23
US,87,28
US,87,42
Austria,87,20
Chile,87,17
US,87,38
US,87,39
South Africa,87,35
Chile,87,12
Portugal,87,
US,87,20
US,87,30
US,87,12
Italy,87,
US,87,19
South Africa,87,10
Austria,87,18
US,91,25
US,91,49
US,91,22
Spain,91,48
France,91,75
US,91,50
US,91,30
US,91,39
US,91,25
US,91,17
US,91,38
US,91,54
US,91,40
Spain,91,46
Italy,91,95
US,91,40
US,91,35
France,91,17
France,91,30
US,91,45
US,91,35
US,91,32
France,91,60
France,91,30
France,91,22
US,91,72
US,91,39
US,91,30
US,91,32
France,91,40
France,88,
France,88,
Argentina,88,20
New Zealand,88,20
New Zealand,88,15
Argentina,88,20
Italy,88,22
Italy,88,20
Argentina,88,12
Argentina,88,18
Italy,88,29
France,88,
Italy,88,20
US,88,60
US,88,24
France,88,
US,88,9
Italy,88,15
Argentina,88,45
France,92,23
France,92,24
US,92,45
France,92,35
Italy,92,90
US,92,55
US,92,65
Portugal,92,15
New Zealand,92,39
US,92,85
US,92,35
US,92,28
US,92,24
US,92,38
US,92,40
US,92,35
Portugal,92,26
Portugal,92,30
US,92,45
Italy,92,41
US,92,44
Argentina,92,60
Australia,92,34
Argentina,92,25
Italy,92,50
Portugal,92,70
Italy,92,79
US,92,54
US,92,30
Portugal,92,29
US,92,40
France,92,30
US,92,150
US,92,25
Italy,92,150
US,92,35
US,92,36
US,92,50
US,92,28
Italy,92,60
US,91,35
France,91,30
US,91,44
France,91,65
US,91,55
France,91,22
US,91,25
US,91,70
US,91,25
US,91,32
US,91,50
US,91,36
US,91,55
US,91,92
US,91,65
US,91,30
US,91,42
US,91,70
US,91,24
US,91,20
France,91,65
US,91,35
Italy,91,55
Italy,91,57
France,91,90
Italy,91,60
Spain,91,29
US,91,48
US,91,35
US,91,40
France,91,55
France,91,
France,91,30
US,91,55
US,91,50
France,91,43
France,91,30
France,91,56
France,91,75
Canada,90,77
France,90,35
France,90,60
Italy,90,57
US,90,32
France,90,40
Italy,90,50
France,90,
Italy,90,
Israel,91,55
Israel,91,30
Italy,91,120
Italy,91,40
Argentina,91,63
Spain,91,26
South Africa,91,80
Argentina,91,32
Israel,91,70
US,91,30
US,91,19
Italy,91,86
Italy,91,24
US,91,60
US,91,60
Italy,91,25
South Africa,91,35
Portugal,91,18
Germany,91,24
US,91,72
Italy,91,21
US,91,45
France,91,58
France,91,135
US,91,135
Argentina,91,175
France,91,120
Italy,91,38
US,91,55
US,91,30
US,88,90
US,88,60
Italy,88,16
Chile,88,15
US,88,50
US,88,27
Greece,88,28
US,88,25
US,88,41
South Africa,88,19
US,88,16
US,88,17
Chile,88,10
US,88,50
US,88,28
US,88,45
US,88,18
US,88,25
Chile,88,20
US,88,15
France,88,
France,88,
Austria,88,40
US,88,18
France,88,
Austria,88,
US,88,45
US,88,40
Chile,88,15
US,88,85
France,90,22
France,90,18
France,90,
US,90,25
US,90,135
US,90,32
Australia,90,22
US,90,90
US,90,125
US,90,40
US,90,30
US,90,25
US,90,15
France,90,20
US,90,65
Italy,90,51
Italy,90,33
Italy,90,18
US,90,50
Portugal,90,20
Italy,90,
US,90,55
Italy,90,25
US,90,
US,90,52
US,90,30
US,90,40
US,90,27
US,89,60
US,89,45
Italy,89,32
Chile,89,
Chile,89,42
Argentina,89,28
US,89,25
US,89,32
US,89,55
Australia,89,45
France,89,
Spain,89,21
France,89,17
France,89,26
Chile,89,12
France,89,27
US,89,25
US,89,50
US,89,34
US,94,52
US,94,44
France,94,39
France,94,250
France,94,97
England,94,40
England,94,44
US,94,85
US,94,75
US,94,90
US,94,42
France,94,105
US,94,85
England,94,85
France,94,87
US,94,210
US,94,24
France,94,36
France,94,29
France,94,55
France,94,49
Germany,94,55
Austria,94,65
England,94,50
US,94,50
US,94,55
US,94,48
US,94,155
France,94,38
France,94,55
US,92,60
Austria,92,22
US,92,35
Italy,92,23
France,92,70
US,92,35
US,92,27
Israel,92,32
US,92,42
Spain,92,24
Spain,92,150
US,92,41
Austria,92,30
